52 32 38 18 10 11 53 44 37 31 7 45 9 13 47 33 16 58 1 3 55 57 20 50 24 34 23 35 25 30 12 4 43 21 41 22 5 26 51 42 48 46 39 6 2 8 36 59 19 15 17 29 56 60 27 54 28 14 49 40 
41 42 14 34 29 1 8 28 12 40 53 10 5 4 24 51 43 22 23 54 56 20 58 31 36 49 21 33 57 44 26 15 6 9 46 48 7 18 52 35 59 55 25 45 60 2 30 50 19 38 32 16 37 39 27 47 17 13 3 11 
12 31 26 4 44 43 21 42 9 56 34 27 11 29 6 24 28 53 16 45 8 18 58 41 36 38 20 25 57 10 32 40 3 37 46 23 50 19 52 54 39 13 33 14 35 22 5 15 49 30 47 1 55 17 60 48 7 51 2 59 
15 20 42 14 60 31 52 4 26 18 45 56 6 5 2 16 59 7 24 8 40 54 38 41 33 50 29 47 3 48 58 19 37 44 22 17 28 10 55 13 21 9 30 25 27 32 46 43 51 49 57 1 11 36 35 53 23 39 34 12 
49 5 47 35 17 18 8 25 3 14 44 51 24 46 16 48 58 32 20 37 60 2 28 55 23 41 15 12 39 56 6 33 38 27 45 54 4 31 19 36 59 40 21 29 7 34 52 43 26 42 11 30 50 53 9 57 22 13 10 1 
37 54 16 41 18 35 51 36 13 30 22 44 48 58 34 3 19 55 53 24 21 10 31 29 26 52 42 12 50 28 56 1 6 25 15 40 38 60 23 46 43 17 2 11 9 57 5 47 14 32 45 33 4 7 59 49 20 39 27 8 
39 6 38 29 52 13 60 27 12 24 44 17 49 5 37 9 46 20 22 23 31 4 1 35 48 3 30 40 26 59 8 50 28 55 53 14 18 51 16 21 47 11 58 45 57 34 19 7 42 2 25 56 10 41 36 43 54 32 15 33 
12 55 46 13 24 22 20 53 8 36 10 28 56 33 59 57 60 58 6 51 38 31 37 43 7 21 52 19 44 14 16 26 35 32 23 11 3 42 5 30 50 4 54 41 39 15 45 49 27 47 18 9 2 48 1 34 25 40 17 29 
9 24 13 58 38 29 2 20 17 36 31 51 8 19 35 33 26 42 28 37 15 7 54 18 34 50 41 27 45 49 39 1 12 40 55 14 32 44 5 22 47 6 11 4 53 43 57 59 46 52 3 23 56 60 30 16 10 25 21 48 
56 59 18 25 45 17 31 1 57 58 53 24 21 27 42 28 54 50 41 3 33 39 40 11 15 6 44 55 8 60 13 26 22 30 29 46 36 37 5 16 20 32 47 14 35 2 52 51 34 7 48 38 9 19 4 49 43 10 12 23 
4 7 33 40 30 58 20 49 28 44 38 35 45 13 3 24 43 59 18 48 50 52 23 11 8 15 29 14 36 16 54 34 1 47 53 9 55 21 17 46 60 25 19 26 56 12 32 2 39 6 37 27 42 5 41 31 57 22 10 51 
6 17 53 23 28 51 32 24 45 36 42 48 1 55 40 34 5 50 9 13 26 25 46 56 27 30 39 22 38 31 41 47 8 49 18 11 57 10 35 44 19 29 52 20 37 16 12 60 14 7 43 59 2 54 4 33 3 58 15 21 
35 37 26 53 15 29 47 14 25 1 2 43 13 3 23 34 9 44 27 32 51 11 40 39 17 8 55 18 45 36 42 54 38 30 24 52 46 50 49 31 5 7 41 16 10 48 59 28 22 12 6 4 60 20 58 33 19 56 57 21 
5 45 43 46 31 38 42 44 6 30 41 51 56 3 28 40 60 20 37 39 36 33 27 48 22 12 19 2 17 16 10 35 15 55 32 59 7 47 21 50 13 11 58 8 26 23 57 24 49 1 54 9 4 29 14 52 53 25 34 18 
45 53 57 16 59 48 7 9 28 19 1 36 5 18 15 60 33 52 2 22 14 37 42 50 34 54 29 41 25 27 39 20 12 47 8 40 55 58 32 17 10 4 23 44 49 3 56 6 46 13 43 21 26 38 51 30 11 35 24 31 
57 52 10 45 11 5 14 46 28 48 41 50 56 17 51 15 47 54 13 29 40 49 58 37 27 60 3 53 55 26 20 4 39 35 42 30 32 7 43 18 23 34 19 25 21 1 16 24 31 22 36 8 9 6 12 59 33 38 2 44 
44 47 33 25 4 58 50 35 55 59 15 31 57 32 13 6 17 42 8 7 39 37 18 26 46 5 60 2 54 12 29 30 3 16 48 27 49 45 9 19 23 41 21 51 24 10 22 1 40 38 20 43 52 53 56 36 14 34 11 28 
38 3 33 27 18 31 36 28 49 30 22 57 46 15 14 50 43 52 56 20 29 40 4 12 7 39 42 48 24 59 41 26 54 19 53 60 25 32 16 58 51 13 8 35 17 23 2 10 55 34 11 47 37 21 9 45 44 5 6 1 
55 20 50 36 25 43 30 60 40 12 18 48 6 3 16 54 52 27 47 1 42 4 45 2 38 5 23 22 35 21 24 46 51 28 14 34 57 26 8 11 7 56 39 49 53 58 13 10 32 33 29 31 37 9 59 17 15 41 44 19 
29 51 47 22 18 9 25 13 52 58 19 11 42 23 20 35 4 46 28 38 21 10 15 39 57 1 45 16 48 27 3 36 31 30 33 26 40 43 12 53 49 17 44 6 24 8 56 55 34 5 59 54 7 37 32 60 50 14 2 41 
33 22 21 50 20 59 24 3 6 38 42 14 26 31 39 2 41 18 4 27 25 60 5 54 44 48 34 43 32 57 1 15 37 17 23 8 7 12 49 36 52 58 55 13 30 28 45 53 9 29 10 51 46 11 16 35 56 47 19 40 
6 50 11 30 53 1 39 20 27 12 56 58 43 25 42 17 21 14 57 44 10 4 41 29 32 28 9 46 54 51 52 37 48 38 16 60 18 35 31 23 33 13 47 3 24 34 7 26 49 36 55 8 59 19 2 15 5 40 22 45 
41 47 42 20 12 13 32 29 8 23 53 15 9 19 58 46 38 50 49 56 10 40 16 33 7 57 36 21 18 52 55 22 14 31 59 2 5 34 28 44 54 26 37 25 43 48 30 39 35 45 1 27 11 4 24 60 6 3 17 51 
29 32 53 19 31 41 6 3 38 8 20 28 5 47 42 2 56 39 27 59 1 52 17 22 30 48 40 51 35 34 25 15 54 16 46 9 12 7 18 57 4 49 58 44 10 37 36 50 14 24 26 21 13 60 43 45 33 55 11 23 
1 38 8 46 34 11 41 4 60 47 57 24 25 39 36 22 9 10 49 50 53 29 13 48 51 31 42 45 14 12 37 43 7 59 20 23 6 26 32 17 28 30 55 52 56 58 2 44 16 5 54 3 33 21 19 18 40 27 15 35 
41 10 30 2 54 48 25 12 51 3 38 8 5 42 17 26 20 19 56 1 34 27 53 60 52 7 14 29 31 55 13 57 24 43 37 15 32 49 35 33 28 21 44 22 18 40 50 45 4 46 59 23 11 6 9 39 36 47 58 16 
9 40 46 47 5 54 20 34 32 33 29 13 56 19 28 14 21 10 55 26 45 8 3 49 6 2 15 39 12 52 18 22 42 48 24 36 23 1 31 4 7 43 25 30 58 35 16 44 59 27 11 51 37 53 41 50 57 38 17 60 
44 7 11 58 49 43 26 21 39 28 52 41 19 55 57 23 47 53 2 6 59 60 3 45 18 35 22 42 16 24 51 50 17 1 15 8 12 20 40 25 30 14 29 13 10 34 48 56 36 27 4 32 33 9 54 37 38 31 46 5 
28 59 29 40 15 31 41 13 49 51 27 33 26 37 55 36 17 32 56 53 23 19 14 58 2 20 18 9 10 46 60 50 24 1 52 44 16 43 11 35 6 42 54 12 57 25 34 5 30 47 8 21 48 4 22 3 39 7 45 38 
55 46 37 40 59 19 36 47 29 11 54 21 43 1 16 26 44 17 28 41 18 27 50 48 15 23 13 57 25 32 14 42 33 6 60 35 49 20 24 12 45 52 5 4 30 38 58 3 53 9 8 34 56 10 2 51 22 39 7 31 
53 5 10 33 59 2 29 11 25 6 60 22 40 31 28 36 48 56 38 50 44 19 51 55 20 27 24 1 35 30 26 3 13 34 43 12 16 14 52 4 7 41 32 46 37 42 15 54 39 17 9 47 45 49 18 8 21 57 58 23 
36 2 39 31 59 26 24 29 37 30 8 6 53 52 44 13 25 10 3 40 57 32 7 55 19 23 43 47 38 18 16 45 33 12 51 1 60 15 48 50 14 34 9 49 11 17 56 35 27 41 21 4 28 42 20 5 54 46 58 22 
44 4 33 21 24 20 30 7 6 1 17 18 28 49 52 2 25 22 15 3 12 41 42 47 11 8 35 23 58 56 10 48 38 37 36 19 59 34 29 46 5 55 50 26 31 32 13 53 45 39 27 60 57 40 54 14 43 9 51 16 
46 22 50 11 18 29 57 49 24 31 9 37 7 5 17 30 56 36 3 25 13 27 42 2 53 1 45 26 33 60 28 19 16 38 58 6 32 54 21 15 52 34 40 20 44 51 48 55 4 59 47 23 8 41 35 43 10 39 14 12 
17 56 54 1 53 51 50 40 36 9 16 3 18 19 6 32 55 24 44 49 13 15 26 42 8 46 10 5 7 33 57 4 20 59 29 38 34 52 45 39 25 37 11 58 28 48 21 31 27 2 41 60 30 23 43 35 22 47 12 14 
46 36 35 9 26 41 33 32 49 12 23 6 10 59 15 4 42 29 5 50 25 21 56 45 60 51 37 8 19 57 44 22 11 55 30 40 38 1 53 3 43 7 39 58 52 27 48 13 2 31 18 54 47 28 17 34 14 24 16 20 
3 51 56 49 45 4 57 42 11 37 14 44 31 39 53 28 33 15 19 41 2 22 24 35 5 9 21 10 26 18 8 1 36 16 47 43 52 17 30 55 58 38 7 48 40 34 46 50 12 13 20 25 59 23 54 32 60 27 29 6 
58 34 23 41 25 60 29 9 31 8 44 43 38 48 32 13 50 47 42 35 18 45 59 57 24 10 15 40 39 30 37 21 6 3 11 16 5 49 14 12 22 46 1 4 7 27 56 33 20 26 52 36 28 17 19 51 55 53 54 2 
19 60 7 47 40 30 32 45 39 6 3 55 59 16 51 54 14 26 5 4 33 42 49 17 12 35 24 36 38 29 48 28 57 34 44 13 8 21 50 22 9 18 10 20 46 1 41 15 56 27 2 37 25 43 11 23 52 31 58 53 
16 25 46 60 8 45 42 5 17 10 18 52 22 9 43 47 27 54 23 33 53 28 51 35 55 15 56 2 1 48 49 32 34 44 59 38 37 50 11 12 57 24 13 20 3 29 7 19 6 4 26 30 14 36 40 31 58 41 21 39 
19 8 35 40 37 45 13 59 17 50 11 36 46 38 18 58 28 22 42 12 39 47 7 55 60 29 1 43 52 26 3 10 54 25 24 41 33 16 44 23 51 30 9 2 20 4 21 49 15 32 31 56 6 14 27 57 5 53 48 34 
7 19 10 60 8 52 28 34 36 1 59 5 46 31 41 42 29 16 57 15 51 37 32 48 35 54 38 44 4 49 53 24 6 58 12 21 50 20 23 55 33 18 27 11 17 45 39 13 47 30 2 43 22 40 26 3 14 56 25 9 
18 37 25 29 10 22 28 27 55 8 45 35 33 54 42 49 21 11 20 6 46 5 15 34 16 4 43 48 39 7 53 59 17 32 23 24 36 1 57 14 47 58 56 19 41 13 40 60 44 2 26 30 3 12 9 50 52 38 51 31 
12 17 19 9 18 29 4 35 54 46 38 3 8 42 51 26 6 14 28 24 49 36 59 60 30 5 37 7 32 1 47 45 27 44 21 43 55 31 11 58 40 13 2 23 39 10 56 25 20 33 34 57 48 52 15 22 41 53 50 16 
46 39 5 41 17 6 2 47 35 57 58 16 32 3 49 31 10 12 48 55 9 28 21 14 26 19 51 37 18 54 13 15 60 7 8 42 52 44 50 40 20 45 30 59 27 29 36 25 24 1 38 11 43 34 4 53 33 22 23 56 
33 55 19 30 39 41 26 12 1 46 60 45 51 31 48 37 34 10 22 43 18 44 47 56 49 8 24 57 4 32 23 38 3 5 59 58 11 35 17 20 27 21 7 9 2 54 40 53 52 28 36 15 14 50 6 42 13 29 16 25 
39 35 42 37 7 8 18 32 15 40 24 36 2 45 23 49 51 57 54 38 27 46 29 44 28 1 34 6 58 47 43 12 3 31 25 14 4 9 19 53 30 22 20 16 10 59 50 52 60 55 11 17 41 5 21 13 33 26 56 48 
45 36 40 4 34 9 38 18 25 35 6 46 31 1 26 20 52 24 41 60 57 2 12 8 43 33 14 17 27 30 15 50 44 13 53 54 7 48 51 22 42 55 49 29 37 28 23 5 11 58 32 56 10 16 21 39 59 47 19 3 
32 39 47 14 25 1 54 41 38 34 12 6 27 52 22 5 26 46 2 48 19 45 20 40 59 50 24 23 4 7 8 57 10 29 11 42 16 43 9 58 30 55 28 53 35 18 49 56 36 15 37 3 13 33 17 44 31 21 51 60 
42 54 13 8 36 23 1 16 3 52 47 14 39 7 38 45 10 12 33 17 46 29 48 53 32 4 28 21 31 44 11 34 57 24 49 43 56 58 50 9 37 41 35 40 25 59 20 18 60 6 15 27 22 2 19 26 55 30 51 5 
8 6 52 39 19 29 36 53 15 55 14 44 20 42 46 48 33 45 10 41 12 30 25 38 31 54 2 58 11 37 7 16 49 22 4 3 47 59 21 5 1 50 13 57 9 35 60 24 18 40 34 56 17 27 26 43 28 51 23 32 
30 17 59 27 9 36 8 37 4 60 2 32 34 21 16 18 45 41 48 1 26 7 10 40 6 3 31 29 13 44 49 42 50 28 20 25 57 51 53 39 54 12 56 43 22 38 14 46 55 58 23 5 19 35 24 11 15 33 47 52 
44 39 45 2 48 33 52 57 16 4 60 50 49 51 10 54 58 27 47 20 35 31 59 36 5 55 1 19 17 12 53 40 37 34 11 28 25 22 9 32 15 23 43 24 26 38 41 7 13 14 29 21 8 18 46 56 6 42 30 3 
39 58 17 2 33 14 42 27 12 23 8 7 46 53 49 10 31 16 60 22 54 3 34 38 24 29 57 28 40 32 13 30 4 1 25 55 43 59 19 56 9 36 21 50 48 41 6 45 52 15 37 5 11 44 51 18 47 26 20 35 
6 19 3 32 8 5 40 11 59 56 49 27 53 13 60 54 12 22 18 28 39 35 51 10 23 44 31 9 4 36 58 29 15 47 1 52 30 20 26 24 43 16 38 7 55 14 37 45 25 57 17 2 50 41 34 21 42 33 46 48 
16 42 11 26 20 58 25 13 24 56 27 1 22 39 12 9 49 4 50 23 18 3 2 7 41 32 6 45 33 30 21 60 54 31 57 36 8 37 28 34 14 19 38 46 43 15 55 17 40 52 53 29 35 48 10 47 59 51 5 44 
8 33 46 28 13 2 49 35 52 22 42 6 58 4 39 15 27 9 29 40 18 19 57 32 21 60 24 50 44 45 47 43 20 59 41 3 56 53 1 17 14 34 25 12 30 23 48 11 10 38 55 54 31 51 36 26 16 37 5 7 
48 55 45 37 17 49 56 57 34 44 60 36 27 24 14 42 54 22 35 31 58 23 9 39 6 38 3 10 2 7 11 25 4 51 47 21 32 33 20 15 28 50 53 40 46 19 1 12 52 26 41 18 30 16 29 13 8 5 59 43 
34 9 15 28 36 2 14 8 37 53 45 16 22 29 18 7 13 21 44 52 12 24 4 42 31 56 41 35 60 39 46 11 50 6 40 10 57 43 30 49 32 47 20 1 23 3 19 26 17 38 58 55 59 48 25 51 54 27 33 5 
8 5 7 1 23 55 31 51 34 35 57 37 54 47 3 30 53 19 46 39 42 32 43 52 16 9 12 29 15 18 50 44 40 10 13 38 33 11 27 2 41 6 28 58 48 45 24 60 20 14 36 17 25 26 56 59 22 49 4 21 
18 53 55 43 32 41 9 12 2 59 29 4 58 35 37 60 52 39 30 54 42 24 3 26 50 17 51 8 14 20 38 21 47 22 44 31 56 23 15 57 46 34 25 6 45 13 10 49 7 40 16 48 19 1 36 28 11 27 5 33 
4 7 31 19 48 51 21 34 12 49 8 37 27 42 39 29 18 14 26 28 47 24 17 50 11 16 3 40 38 15 52 60 1 55 44 33 43 6 46 53 35 30 59 45 20 10 13 32 36 41 58 9 54 25 2 22 23 56 5 57 
18 15 36 31 34 13 10 22 27 5 33 48 39 45 55 57 44 58 24 9 52 35 3 1 25 38 43 19 41 11 37 4 49 20 7 28 26 50 30 14 46 51 56 42 54 17 32 6 12 16 59 8 29 23 21 40 53 2 60 47 
11 31 30 34 29 47 48 5 49 59 10 2 42 8 7 6 53 32 4 26 21 36 18 43 57 46 45 52 19 37 9 23 28 16 3 20 58 50 55 39 25 14 15 12 27 13 35 1 44 56 54 17 38 22 60 24 33 40 41 51 
39 22 46 30 38 60 29 28 48 19 21 40 8 33 14 27 20 51 49 24 56 41 50 18 1 47 6 55 31 58 37 7 36 42 34 25 4 44 2 9 59 32 43 53 52 26 3 16 5 12 45 23 35 11 54 57 17 10 15 13 
35 44 7 21 48 3 12 16 38 39 30 60 5 36 2 54 11 8 45 49 13 52 28 53 23 26 19 15 43 34 47 24 25 55 57 27 50 37 33 31 6 32 17 40 41 10 58 20 56 22 18 59 1 14 29 46 51 42 9 4 
26 47 52 18 6 4 48 44 7 8 11 46 31 55 49 30 50 54 23 9 3 28 41 56 17 58 19 42 29 14 38 13 39 5 1 59 27 51 24 33 32 16 25 15 34 45 37 40 20 21 43 12 35 10 57 36 22 2 60 53 
14 16 20 27 1 6 31 8 37 17 54 43 58 10 19 23 57 34 46 30 36 40 7 3 25 4 24 50 47 35 22 32 11 38 39 12 55 9 2 59 60 56 18 21 45 5 29 33 41 49 42 52 51 13 28 26 44 53 15 48 
32 7 28 26 41 58 53 60 31 44 33 22 6 29 59 5 9 14 13 4 38 30 56 47 21 27 51 23 54 36 42 24 35 43 34 17 45 40 3 8 12 16 50 25 2 52 10 20 39 49 48 1 15 55 11 57 19 18 46 37 
45 12 47 14 19 44 55 9 30 5 28 60 24 50 4 23 21 59 42 58 46 10 6 25 20 51 8 35 18 15 52 26 17 27 41 34 11 37 48 57 7 16 3 53 56 22 43 39 32 38 31 49 33 40 36 54 2 1 13 29 
26 6 19 2 40 17 44 8 12 34 51 42 9 7 27 20 36 32 60 14 23 37 59 24 48 16 4 54 21 13 49 25 15 53 35 22 18 29 28 46 11 33 43 45 41 30 10 50 56 38 52 3 39 57 5 31 1 55 58 47 
6 13 47 50 1 36 38 5 59 10 56 57 55 48 37 20 60 18 51 4 11 26 40 44 43 39 3 24 58 27 52 41 2 35 15 22 53 33 19 28 54 45 31 8 34 23 9 49 30 21 14 17 12 29 32 16 42 25 7 46 
20 23 45 10 50 30 35 54 9 11 17 25 37 38 58 44 32 55 39 27 51 5 6 52 28 43 14 12 42 49 19 2 15 24 7 41 57 29 21 60 3 4 47 56 40 31 46 16 18 53 1 26 34 22 36 59 33 8 13 48 
15 60 42 11 19 20 13 29 54 37 4 24 34 56 6 1 33 39 50 53 8 45 2 23 22 18 12 27 31 55 35 28 36 51 44 9 49 5 57 40 48 21 52 30 17 47 16 10 3 41 7 59 25 26 32 46 14 43 58 38 
22 46 4 12 37 29 60 47 58 14 32 30 39 44 31 21 27 11 26 43 33 34 28 23 17 35 59 45 24 49 54 1 18 9 7 16 5 20 53 3 48 13 36 42 25 41 15 10 19 38 52 56 51 50 55 57 2 40 8 6 
52 24 30 53 42 1 31 19 12 41 14 17 50 59 7 33 6 22 28 10 15 29 48 27 38 46 8 60 43 25 57 20 51 32 49 39 47 3 18 26 40 34 11 35 56 9 36 13 58 5 54 37 21 2 16 45 23 44 4 55 
50 40 39 60 29 52 56 42 12 22 54 9 45 51 58 5 24 41 4 36 2 8 55 6 20 19 16 47 30 33 59 13 7 26 14 11 10 49 15 1 21 23 48 46 43 32 28 31 35 18 53 44 3 17 38 25 57 37 34 27 
57 28 41 49 60 22 15 24 58 40 14 33 27 34 11 39 13 54 1 21 31 50 59 43 38 55 16 19 20 8 17 45 7 4 32 2 42 52 30 5 26 56 44 47 10 9 29 37 3 46 36 18 35 12 48 6 25 23 51 53 
37 3 33 41 25 21 9 47 17 20 15 27 59 60 7 54 51 2 26 57 39 43 53 1 6 14 38 56 32 40 34 16 44 46 13 36 49 4 29 19 55 52 30 31 10 23 42 45 12 28 58 5 24 50 35 18 48 11 8 22 
27 35 55 41 59 3 25 7 33 2 1 23 36 38 58 50 56 10 53 49 8 60 40 16 13 30 19 46 57 5 47 39 4 32 45 20 29 28 52 15 44 54 34 6 18 48 9 12 11 22 21 14 51 26 31 17 42 24 43 37 
59 15 35 49 28 45 1 41 21 56 52 57 3 60 34 11 12 44 19 39 5 7 20 42 27 16 30 54 36 31 40 48 47 46 9 38 2 29 37 17 51 55 24 23 13 4 14 50 25 33 22 26 18 10 32 8 43 58 6 53 
47 22 49 54 7 12 16 29 32 21 41 39 20 24 17 57 31 58 38 35 46 50 15 36 44 26 43 28 37 2 23 5 8 60 9 6 11 59 25 18 52 40 19 34 30 55 13 1 48 4 45 53 33 27 56 51 14 3 10 42 
8 59 53 49 34 12 37 1 10 36 51 24 41 18 52 29 33 32 58 19 28 44 40 31 21 2 5 4 13 57 42 17 3 20 25 55 43 14 46 47 16 15 27 50 23 22 26 54 45 39 56 48 60 35 6 38 11 9 7 30 
27 28 26 59 3 12 25 23 19 30 46 44 20 4 39 38 22 2 6 52 51 47 5 43 32 31 18 24 17 57 37 58 10 34 9 42 49 33 53 41 11 29 7 8 40 55 48 56 1 14 16 50 15 36 60 45 54 21 35 13 
24 47 50 8 21 31 60 9 20 52 40 29 35 18 27 51 57 17 14 30 13 38 1 6 32 43 37 10 5 45 15 41 58 36 2 16 25 42 4 12 53 44 48 23 56 46 28 11 19 34 55 3 26 49 54 33 39 7 22 59 
19 54 50 57 44 24 53 36 33 25 16 32 13 45 30 46 22 3 18 29 49 37 40 58 55 51 4 17 23 52 6 10 15 2 8 5 12 35 14 60 20 39 42 59 7 47 1 38 41 27 28 26 56 21 11 48 31 9 34 43 
18 11 53 35 50 29 25 3 27 39 36 30 32 8 9 48 56 24 55 54 19 17 14 26 59 10 42 40 34 4 20 46 13 7 22 51 31 16 41 2 6 21 23 45 15 28 57 60 5 58 49 47 44 52 12 1 43 33 38 37 
17 59 53 37 50 6 5 44 10 12 31 21 30 51 38 15 2 45 34 52 3 9 4 1 18 8 41 39 16 56 22 54 29 57 43 24 35 13 42 58 32 23 14 33 46 19 25 11 28 7 49 60 26 40 47 36 55 27 20 48 
40 58 32 57 4 21 45 6 42 26 50 5 36 19 23 38 55 41 11 34 47 48 16 46 7 53 60 30 18 20 39 3 33 2 25 24 1 15 49 10 27 9 56 59 22 17 52 12 54 43 28 8 13 31 44 35 51 29 37 14 
14 45 16 27 25 8 6 47 57 34 21 20 56 44 26 39 4 29 40 17 48 52 11 36 46 5 30 3 60 51 41 12 42 22 2 37 33 24 43 15 59 35 18 9 23 10 13 1 7 54 28 31 55 38 53 58 19 50 32 49 
