4 35 31 5 29 13 20 2 8 16 6 38 7 27 18 17 12 25 3 9 21 11 32 40 33 22 23 26 39 24 10 30 28 34 37 19 1 36 15 14 
35 10 28 38 31 29 5 3 24 26 39 1 9 20 18 8 12 13 21 2 23 19 6 16 17 7 34 32 30 37 27 15 14 36 22 4 25 33 11 40 
4 25 10 34 12 23 28 26 37 16 22 1 11 14 27 13 33 19 36 15 3 32 5 31 21 6 2 30 38 24 8 17 9 18 29 20 39 35 7 40 
11 23 18 4 20 5 9 40 28 6 15 7 31 35 17 29 12 34 30 21 37 24 36 26 14 2 3 22 27 8 39 16 38 13 19 33 10 32 25 1 
40 30 39 18 29 7 26 16 23 27 5 35 1 10 12 31 2 15 9 6 3 4 17 13 14 25 33 32 20 34 24 19 36 28 21 37 11 8 22 38 
40 27 16 25 28 7 17 29 35 6 34 13 21 24 3 9 38 12 19 14 23 37 30 26 32 22 1 10 8 36 33 20 2 18 11 39 31 4 15 5 
40 28 31 9 5 17 2 21 1 32 16 13 38 15 8 23 6 20 11 14 35 19 39 33 26 29 34 24 10 3 37 22 36 18 25 27 4 30 12 7 
16 20 28 25 19 1 9 38 40 29 22 37 7 17 32 8 12 15 26 23 35 18 14 13 39 2 5 34 27 21 10 24 30 11 33 6 36 31 3 4 
5 8 10 3 12 17 11 26 29 1 21 18 7 9 39 27 36 37 20 6 31 13 30 4 15 24 38 19 28 22 33 25 34 35 2 32 16 23 40 14 
25 20 4 6 24 15 12 36 28 9 8 34 39 37 21 5 19 7 11 23 14 29 16 13 30 10 31 40 33 3 17 27 1 22 35 26 2 38 18 32 
20 26 40 9 12 34 31 14 17 3 8 2 11 1 39 28 21 24 38 36 5 35 30 22 29 15 37 27 23 32 33 19 18 13 25 10 6 7 4 16 
2 15 35 25 1 19 32 6 8 34 12 14 5 39 40 3 36 10 26 22 37 9 23 29 18 27 7 31 21 28 17 33 24 20 4 16 38 11 30 13 
30 9 39 14 18 13 35 20 31 4 34 23 7 33 1 27 16 19 17 3 11 2 5 28 37 10 25 24 15 26 40 32 21 8 38 12 36 29 22 6 
24 21 13 22 32 9 7 31 1 4 28 5 29 14 34 37 2 17 10 12 6 20 3 26 23 40 33 16 8 30 19 36 15 35 18 25 11 39 38 27 
27 34 39 7 22 13 23 10 18 28 1 26 5 11 38 33 14 31 6 40 3 17 36 19 15 25 2 30 20 37 32 24 4 12 21 35 9 16 8 29 
4 33 12 23 5 21 16 7 32 35 31 20 9 29 24 28 3 14 11 10 6 18 25 15 1 36 8 22 17 37 40 38 30 27 19 13 34 39 26 2 
12 33 16 15 2 40 37 5 31 11 38 19 27 35 29 17 34 1 4 13 14 10 26 32 24 6 21 22 36 3 30 28 7 25 20 18 39 8 23 9 
29 19 8 28 26 6 38 17 40 18 31 14 11 1 25 5 16 2 12 15 13 34 3 39 22 4 35 36 9 24 33 37 20 21 32 23 7 30 10 27 
37 23 4 20 34 27 39 12 1 28 10 18 29 6 24 9 14 5 22 7 19 36 11 16 8 3 15 38 33 26 32 31 40 2 30 21 25 13 17 35 
2 28 36 33 13 11 7 19 5 6 10 24 15 38 12 8 16 23 39 26 27 17 3 30 37 21 32 9 22 29 4 25 31 14 20 1 34 35 18 40 
12 34 33 18 6 29 8 16 24 32 28 30 9 21 17 23 26 36 7 3 22 39 25 20 1 37 10 5 40 14 4 27 35 13 38 31 19 2 15 11 
37 33 38 21 20 12 16 30 22 23 18 7 10 36 32 24 4 25 8 17 15 28 39 3 27 13 35 14 2 1 11 6 29 40 19 31 5 26 9 34 
5 18 31 14 2 24 19 9 22 8 1 33 34 29 11 30 7 16 6 35 37 39 3 4 36 12 21 38 32 40 17 25 26 10 23 28 15 13 27 20 
19 40 11 28 23 39 37 7 13 20 38 32 25 3 35 12 10 14 15 21 6 4 34 18 30 5 33 26 27 1 36 8 17 31 2 9 29 16 24 22 
19 35 26 14 8 36 23 20 18 5 6 21 27 4 3 33 40 9 28 16 38 2 25 7 34 37 29 31 1 10 17 24 15 30 39 22 11 13 12 32 
15 10 29 11 20 22 32 38 12 35 17 36 16 30 34 27 25 18 7 8 14 40 24 9 31 6 13 28 19 2 1 23 21 33 5 4 37 26 3 39 
31 17 16 6 11 3 23 26 14 20 29 33 10 36 35 28 30 37 15 32 13 19 2 9 18 34 8 21 25 40 39 5 24 1 4 38 27 12 7 22 
17 8 10 6 28 40 11 23 29 2 38 27 15 39 5 9 13 34 33 20 25 16 36 7 37 31 19 3 1 22 26 18 24 21 14 32 4 12 35 30 
31 28 26 4 29 21 2 30 16 20 10 1 3 19 35 18 37 40 15 13 9 38 34 33 27 22 12 11 23 14 6 7 17 36 5 39 25 32 8 24 
7 16 25 1 38 15 13 26 31 23 2 24 14 39 17 12 11 30 8 4 37 9 20 33 40 27 3 34 10 21 36 5 18 32 19 29 35 28 6 22 
37 7 14 3 30 35 32 1 40 18 23 27 12 31 29 20 2 8 22 10 34 6 5 21 15 36 17 11 25 33 24 4 19 16 39 13 38 28 9 26 
16 28 20 29 10 25 31 9 1 33 23 13 21 15 24 34 32 17 7 12 35 3 11 4 19 27 2 38 26 5 14 6 36 39 40 37 22 30 18 8 
20 36 32 40 13 23 6 27 38 3 39 1 18 29 9 14 24 22 28 4 34 19 8 5 37 17 33 25 11 16 31 12 30 10 2 15 35 26 7 21 
9 4 22 40 1 39 21 36 18 27 32 29 2 11 19 16 26 14 3 5 34 37 17 28 31 24 6 23 10 25 13 12 8 30 7 38 15 33 20 35 
20 21 34 6 27 24 10 11 1 14 13 19 39 33 23 17 15 4 28 40 18 31 2 32 12 25 37 35 38 36 22 26 8 29 9 7 3 5 30 16 
29 2 25 5 20 22 18 17 23 33 11 28 15 7 14 8 12 3 4 9 19 10 1 35 40 26 24 6 36 16 39 27 38 32 37 30 21 34 13 31 
8 10 14 29 7 37 5 28 33 17 4 19 18 40 22 6 23 12 11 16 26 20 3 13 30 31 39 27 1 34 38 15 2 32 9 24 35 36 21 25 
4 16 26 13 28 17 9 1 30 5 22 25 23 15 12 40 2 36 6 8 38 34 11 21 32 37 24 27 10 14 19 31 39 7 3 18 20 29 33 35 
40 6 35 30 17 1 21 11 5 28 38 12 34 13 8 7 39 14 33 23 27 9 32 24 18 22 20 3 31 36 2 4 37 16 29 19 25 15 10 26 
24 40 23 28 21 14 11 16 33 35 29 5 18 13 26 12 36 9 30 10 34 31 22 6 27 17 8 7 19 20 32 1 2 3 4 25 15 37 39 38 
26 12 19 28 13 22 37 34 15 17 18 6 14 20 3 35 16 5 36 32 11 38 27 8 30 7 10 9 33 24 2 31 39 1 25 23 4 40 29 21 
17 24 15 8 3 11 5 32 29 39 4 31 30 13 6 25 2 27 26 33 7 20 34 19 38 14 1 22 37 12 23 10 9 21 28 18 40 36 16 35 
12 8 33 1 30 25 9 27 16 26 32 17 36 34 40 37 35 15 20 39 3 7 11 5 2 10 14 28 18 24 19 29 13 4 38 22 31 6 21 23 
17 37 4 40 26 19 12 39 10 18 33 35 27 29 38 6 22 25 13 2 8 9 14 24 7 11 30 28 20 36 16 5 1 23 3 34 32 31 21 15 
36 26 5 6 37 1 35 24 33 13 39 30 23 15 7 29 40 14 27 28 31 10 3 12 19 4 9 21 8 32 22 11 2 38 25 17 18 16 34 20 
19 10 35 26 37 29 21 14 7 8 17 40 12 15 38 34 20 6 24 28 3 25 11 1 5 18 13 2 4 31 16 9 36 32 22 39 23 30 27 33 
28 39 16 7 3 30 9 37 19 2 29 17 4 8 13 21 36 31 40 26 24 11 5 25 15 23 32 20 27 22 34 14 1 18 6 10 35 38 33 12 
21 39 31 15 24 32 8 11 2 5 17 29 13 14 23 27 7 3 28 4 1 9 18 22 16 34 12 40 33 10 26 6 19 36 38 20 37 35 30 25 
29 11 5 37 7 40 6 3 19 12 31 4 16 8 20 36 33 17 9 35 34 39 14 10 21 24 30 38 32 25 28 23 15 26 27 18 1 22 2 13 
17 5 34 32 1 25 30 40 10 35 9 26 18 12 22 15 7 16 3 21 11 24 20 8 38 23 19 6 14 27 33 36 39 29 28 13 31 4 37 2 
9 39 18 17 20 29 30 37 2 24 27 22 7 34 36 28 31 6 11 14 38 23 12 19 3 4 32 10 26 25 1 21 35 33 16 5 8 40 13 15 
24 37 1 34 14 6 8 40 3 23 11 36 32 17 33 26 15 25 18 29 22 35 21 2 20 13 30 38 4 12 39 16 5 10 9 28 31 19 7 27 
6 33 37 27 38 25 24 28 32 22 34 17 3 11 30 36 16 39 4 40 15 10 8 21 35 26 14 20 19 2 9 13 5 31 7 29 12 18 23 1 
2 13 9 18 7 34 36 32 33 19 38 24 30 28 15 12 14 26 4 25 35 23 3 10 21 37 31 29 20 8 27 40 6 16 1 39 22 17 11 5 
7 2 17 27 16 29 10 32 21 4 6 28 30 11 15 3 36 5 34 18 39 24 38 14 22 25 33 31 8 37 19 40 13 1 26 20 9 12 23 35 
13 3 16 24 25 17 37 39 20 18 6 30 26 35 1 7 23 38 9 31 27 14 28 4 36 5 12 40 15 10 2 32 19 34 29 33 11 8 21 22 
23 16 14 29 38 4 6 2 11 12 20 17 26 22 9 30 35 37 13 21 18 39 33 3 7 15 8 32 27 24 19 5 31 25 28 40 10 36 34 1 
37 32 39 15 5 29 40 22 38 13 27 12 10 28 26 18 24 19 3 36 8 2 21 7 9 14 6 30 31 11 23 1 16 33 35 25 4 17 20 34 
30 13 26 36 5 39 33 17 40 34 8 2 35 32 31 27 7 20 24 19 16 12 18 22 29 11 38 1 21 10 9 37 6 23 4 3 28 25 14 15 
7 18 29 17 19 36 11 35 26 2 5 15 27 4 6 32 1 40 22 23 34 25 30 3 12 38 20 8 10 31 24 28 37 21 13 33 9 16 14 39 
29 18 25 40 28 12 19 16 4 2 14 11 10 7 32 35 39 26 3 15 20 27 36 37 6 9 33 5 31 17 8 24 13 38 23 30 22 21 34 1 
